элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,4188,Versace,Versace Pour Homme
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,4188,Versace,Versace Pour Homme
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,9703,Lanvin,Lanvin Eclat D`Arpege
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,4188,Versace,Versace Pour Homme
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,9703,Lanvin,Lanvin Eclat D`Arpege
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4149,Versace,Versace Bright Crystal
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,4188,Versace,Versace Pour Homme
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,9703,Lanvin,Lanvin Eclat D`Arpege
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4149,Versace,Versace Bright Crystal
элитная,"древесные, пряные",для мужчин,"Грейпфрут, Красный апельсин, Мандарин","Лимонник, Роза, Специи","Амбра, Белое дерево, Кожа, Пачули",Франция,2008,Испания,3608,Paco Rabanne,Paco Rabanne 1 Million
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,4188,Versace,Versace Pour Homme
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,9703,Lanvin,Lanvin Eclat D`Arpege
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4149,Versace,Versace Bright Crystal
элитная,"древесные, пряные",для мужчин,"Грейпфрут, Красный апельсин, Мандарин","Лимонник, Роза, Специи","Амбра, Белое дерево, Кожа, Пачули",Франция,2008,Испания,3608,Paco Rabanne,Paco Rabanne 1 Million
элитная,"восточные, цветочные",унисекс,"Жасмин, Ирис",Iso E Super,Амброксан,"Бразилия, Великобритания",2008,Германия,18952,Escentric Molecules,Escentric Molecules Escentric 02
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4146,Versace,Versace Bright Crystal
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,11180,Dolce&Gabbana,Dolce&Gabbana Anthology L`Imperatrice 3
нишевая,"фруктовые, шипровые",для мужчин,"Бергамот, Индийский ананас, Красное яблоко, Черная смородина","Береза, Жасмин, Листья пачули, Роза","Амбра, Ваниль, Дубовый мох, Мускус",Франция,2010,Франция,35179,Creed,Creed Aventus
элитная,"древесные, мускусные, цветочные",для женщин,"Бергамот, Груша, Инжир, Мандарин","Жасмин, Кардамон, Лилия, Морской нарцисс","Кедр, Мускус, Оливковое дерево, Сандаловое дерево",Италия,2009,Италия,10351,Versace,Versace Versense
миддл маркет,"древесные, фруктовые",для мужчин,"Бергамот, Мята, Черная смородина","Водный аккорд, Дыня, Кардамон, Мускатный орех, Яблоко","Древесные ноты, Каппучино, Янтарь",Испания,2007,Испания,8383,Antonio Banderas,Blue Seduction Antonio Banderas
элитная,"сладкие, фруктовые, цветочные",для женщин,"Груша, Черная смородина","Апельсиновый цвет, Жасмин, Ирис","Бобы тонка, Ваниль, Пачули, Пралине",Франция,2012,Франция,33333,Lancome,Lancome La Vie Est Belle
миддл маркет,"фруктовые, цветочные",для женщин,"Апельсин, Красная смородина, Розовый перец","Жасмин, Зеленый чай, Пион","Кедровое дерево, Мох, Янтарь",Италия,2007,Италия,3510,Moschino,Moschino Funny
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,4188,Versace,Versace Pour Homme
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,9703,Lanvin,Lanvin Eclat D`Arpege
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4149,Versace,Versace Bright Crystal
элитная,"древесные, пряные",для мужчин,"Грейпфрут, Красный апельсин, Мандарин","Лимонник, Роза, Специи","Амбра, Белое дерево, Кожа, Пачули",Франция,2008,Испания,3608,Paco Rabanne,Paco Rabanne 1 Million
элитная,"восточные, цветочные",унисекс,"Жасмин, Ирис",Iso E Super,Амброксан,"Бразилия, Великобритания",2008,Германия,18952,Escentric Molecules,Escentric Molecules Escentric 02
элитная,фужерные,для мужчин,Сычуанский перец,Бергамот,Амброксан,Франция,2015,Франция,191575,Dior,Dior Sauvage
элитная,"фруктовые, цветочные",для женщин,"Листья чая, Пион, Цветок персика","Амбра, Зеленая сирень, Мускус","Кедр, Китайский османтус, Птитгрейн",Франция,2002,Франция,3173,Lanvin,Lanvin Eclat D`Arpege
элитная,"восточные, древесные",для мужчин,"Белый лимон, Карамбола, Розовое дерево","Кедр, Шалфей, Эстрагон","Амбра, Древесина платана, Мускус",Италия,2006,Италия,4176,Versace,Versace Man Eau Fraiche
